,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,,,
Date,SX5E Index,,,SPX Index,,,TPX Index,,,AEX Index,,,IBEX Index,,,UKX Index,,,USDEUR Curncy,,,JPYEUR Curncy,,,GBPEUR Curncy,,,LBEATREU Index,,,,INGEHIH LX Equity
24-Nov-12,2557.03,,11/24/2012,1409.15,,11/24/2012,776.43,,11/24/2012,331.5,,11/24/2012,7909.6,,11/24/2012,5819.14,,11/24/2012,0.7701,,11/24/2012,0.93484,,11/24/2012,1.2357,,11/24/2012,205.5087,0,,,5213.42
25-Nov-12,2557.03,,11/25/2012,1409.15,,11/25/2012,776.43,,11/25/2012,331.5,,11/25/2012,7909.6,,11/25/2012,5819.14,,11/25/2012,0.7701,,11/25/2012,0.93484,,11/25/2012,1.2357,,11/25/2012,205.5087,0,,,5189.36
26-Nov-12,2542.52,,11/26/2012,1406.29,,11/26/2012,779.5,,11/26/2012,330.9,,11/26/2012,7874.8,,11/26/2012,5786.72,,11/26/2012,0.7715,,11/26/2012,0.93917,,11/26/2012,1.2359,,11/26/2012,205.7177,0.001016472,,,5171.14
27-Nov-12,2543.45,,11/27/2012,1398.94,,11/27/2012,781.6,,11/27/2012,332.92,,11/27/2012,7863.7,,11/27/2012,5799.71,,11/27/2012,0.7729,,11/27/2012,0.94069,,11/27/2012,1.2388,,11/27/2012,205.8879,0.000827005,,,5208.95
28-Nov-12,2546.84,,11/28/2012,1409.93,,11/28/2012,771.39,,11/28/2012,334.28,,11/28/2012,7837.6,,11/28/2012,5803.28,,11/28/2012,0.7727,,11/28/2012,0.94377,,11/28/2012,1.2374,,11/28/2012,206.7396,0.004128184,,,5252.14
29-Nov-12,2581.69,,11/29/2012,1415.95,,11/29/2012,779.44,,11/29/2012,338.1,,11/29/2012,7973.7,,11/29/2012,5870.3,,11/29/2012,0.771,,11/29/2012,0.93944,,11/29/2012,1.2366,,11/29/2012,206.7225,-8.27E-05,,,5265.83
30-Nov-12,2575.25,,11/30/2012,1416.18,,11/30/2012,781.46,,11/30/2012,336.55,,11/30/2012,7934.6,,11/30/2012,5866.82,,11/30/2012,0.7692,,11/30/2012,0.93219,,11/30/2012,1.2329,,11/30/2012,206.8456,0.000595307,,,5229.89
1-Dec-12,2575.25,,12/1/2012,1416.18,,12/1/2012,781.46,,12/1/2012,336.55,,12/1/2012,7934.6,,12/1/2012,5866.82,,12/1/2012,0.7692,,12/1/2012,0.93219,,12/1/2012,1.2329,,12/1/2012,206.8456,0,,,5183.27
2-Dec-12,2575.25,,12/2/2012,1416.18,,12/2/2012,781.46,,12/2/2012,336.55,,12/2/2012,7934.6,,12/2/2012,5866.82,,12/2/2012,0.7692,,12/2/2012,0.93219,,12/2/2012,1.2329,,12/2/2012,206.8456,0,,,5153.32
3-Dec-12,2582.36,,12/3/2012,1409.46,,12/3/2012,781.73,,12/3/2012,337.28,,12/3/2012,7889.2,,12/3/2012,5871.24,,12/3/2012,0.766,,12/3/2012,0.93119,,12/3/2012,1.2335,,12/3/2012,206.8693,0.000114572,,,5149.24
4-Dec-12,2590.83,,12/4/2012,1407.05,,12/4/2012,781.97,,12/4/2012,337.62,,12/4/2012,7902.4,,12/4/2012,5869.04,,12/4/2012,0.7639,,12/4/2012,0.93345,,12/4/2012,1.2297,,12/4/2012,207.0945,0.001088018,,,5155.56
5-Dec-12,2592.09,,12/5/2012,1409.28,,12/5/2012,781.86,,12/5/2012,338.85,,12/5/2012,7883.2,,12/5/2012,5892.08,,12/5/2012,0.7642,,12/5/2012,0.92772,,12/5/2012,1.2308,,12/5/2012,207.3016,0.000999527,,,5140.73
6-Dec-12,2603.41,,12/6/2012,1413.94,,12/6/2012,788.74,,12/6/2012,341.29,,12/6/2012,7910.8,,12/6/2012,5901.42,,12/6/2012,0.7719,,12/6/2012,0.93706,,12/6/2012,1.2384,,12/6/2012,207.4168,0.000555558,,,5175.02
7-Dec-12,2601.37,,12/7/2012,1418.07,,12/7/2012,790.24,,12/7/2012,342.61,,12/7/2012,7848.5,,12/7/2012,5914.4,,12/7/2012,0.7728,,12/7/2012,0.93862,,12/7/2012,1.2393,,12/7/2012,207.5401,0.000594279,,,5210.54
8-Dec-12,2601.37,,12/8/2012,1418.07,,12/8/2012,790.24,,12/8/2012,342.61,,12/8/2012,7848.5,,12/8/2012,5914.4,,12/8/2012,0.7728,,12/8/2012,0.93862,,12/8/2012,1.2393,,12/8/2012,207.5401,0,,,5224.06
9-Dec-12,2601.37,,12/9/2012,1418.07,,12/9/2012,790.24,,12/9/2012,342.61,,12/9/2012,7848.5,,12/9/2012,5914.4,,12/9/2012,0.7728,,12/9/2012,0.93862,,12/9/2012,1.2393,,12/9/2012,207.5401,0,,,5267.04
10-Dec-12,2596.02,,12/10/2012,1418.55,,12/10/2012,788.48,,12/10/2012,342.91,,12/10/2012,7804.4,,12/10/2012,5921.63,,12/10/2012,0.7729,,12/10/2012,0.93813,,12/10/2012,1.2423,,12/10/2012,207.0392,-0.002416427,,,5281.76
11-Dec-12,2624.03,,12/11/2012,1427.84,,12/11/2012,786.07,,12/11/2012,344.12,,12/11/2012,7920.9,,12/11/2012,5924.97,,12/11/2012,0.7693,,12/11/2012,0.93309,,12/11/2012,1.2395,,12/11/2012,207.2136,0.000841998,,,5275.99
12-Dec-12,2630.34,,12/12/2012,1428.48,,12/12/2012,791.29,,12/12/2012,344.35,,12/12/2012,7986.8,,12/12/2012,5945.85,,12/12/2012,0.7641,,12/12/2012,0.91919,,12/12/2012,1.2353,,12/12/2012,207.4227,0.001008595,,,5235.37
13-Dec-12,2627.66,,12/13/2012,1419.45,,12/13/2012,799.21,,12/13/2012,343.83,,12/13/2012,8017.1,,12/13/2012,5929.61,,12/13/2012,0.7651,,12/13/2012,0.91658,,12/13/2012,1.2321,,12/13/2012,207.4872,0.000310911,,,5219.82
14-Dec-12,2630.54,,12/14/2012,1413.58,,12/14/2012,801.04,,12/14/2012,344.39,,12/14/2012,8024.1,,12/14/2012,5921.76,,12/14/2012,0.7595,,12/14/2012,0.91007,,12/14/2012,1.2282,,12/14/2012,207.6,0.0005435,,,5292.98
15-Dec-12,2630.54,,12/15/2012,1413.58,,12/15/2012,801.04,,12/15/2012,344.39,,12/15/2012,8024.1,,12/15/2012,5921.76,,12/15/2012,0.7595,,12/15/2012,0.91007,,12/15/2012,1.2282,,12/15/2012,207.6,0,,,5279.57
16-Dec-12,2630.54,,12/16/2012,1413.58,,12/16/2012,801.04,,12/16/2012,344.39,,12/16/2012,8024.1,,12/16/2012,5921.76,,12/16/2012,0.7595,,12/16/2012,0.91007,,12/16/2012,1.2282,,12/16/2012,207.6,0,,,5395.49
17-Dec-12,2628.01,,12/17/2012,1430.36,,12/17/2012,807.84,,12/17/2012,343.34,,12/17/2012,8040.3,,12/17/2012,5912.15,,12/17/2012,0.76,,12/17/2012,0.90716,,12/17/2012,1.2312,,12/17/2012,207.5503,-0.000239431,,,5433.83
18-Dec-12,2643.5,,12/18/2012,1446.79,,12/18/2012,816.85,,12/18/2012,343.6,,12/18/2012,8168.8,,12/18/2012,5935.9,,12/18/2012,0.7558,,12/18/2012,0.8986,,12/18/2012,1.2283,,12/18/2012,207.6377,0.000421014,,,5519.7
19-Dec-12,2654.69,,12/19/2012,1435.81,,12/19/2012,839.34,,12/19/2012,345.14,,12/19/2012,8264.2,,12/19/2012,5961.59,,12/19/2012,0.7549,,12/19/2012,0.89403,,12/19/2012,1.2281,,12/19/2012,207.8188,0.000871812,,,5543.22
20-Dec-12,2658.3,,12/20/2012,1443.69,,12/20/2012,838.61,,12/20/2012,346.6,,12/20/2012,8264.2,,12/20/2012,5958.34,,12/20/2012,0.7554,,12/20/2012,0.89583,,12/20/2012,1.2293,,12/20/2012,208.0322,0.001026329,,,5587.24
21-Dec-12,2651.09,,12/21/2012,1430.15,,12/21/2012,832.72,,12/21/2012,344.12,,12/21/2012,8291,,12/21/2012,5939.99,,12/21/2012,0.7594,,12/21/2012,0.90227,,12/21/2012,1.2275,,12/21/2012,208.1127,0.000386884,,,5611.55
22-Dec-12,2651.09,,12/22/2012,1430.15,,12/22/2012,832.72,,12/22/2012,344.12,,12/22/2012,8291,,12/22/2012,5939.99,,12/22/2012,0.7594,,12/22/2012,0.90227,,12/22/2012,1.2275,,12/22/2012,208.1127,0,,,5601.79
23-Dec-12,2651.09,,12/23/2012,1430.15,,12/23/2012,832.72,,12/23/2012,344.12,,12/23/2012,8291,,12/23/2012,5939.99,,12/23/2012,0.7594,,12/23/2012,0.90227,,12/23/2012,1.2275,,12/23/2012,208.1127,0,,,5604.51
24-Dec-12,2648.53,,12/24/2012,1426.66,,12/24/2012,832.72,,12/24/2012,344.52,,12/24/2012,8299.5,,12/24/2012,5954.18,,12/24/2012,0.7583,,12/24/2012,0.89448,,12/24/2012,1.2233,,12/24/2012,208.1716,0.00028298,,,5617.67
25-Dec-12,2648.53,,12/25/2012,1426.66,,12/25/2012,838.01,,12/25/2012,344.52,,12/25/2012,8299.5,,12/25/2012,5954.18,,12/25/2012,0.7584,,12/25/2012,0.89476,,12/25/2012,1.2229,,12/25/2012,208.1716,0,,,5621.11
26-Dec-12,2648.53,,12/26/2012,1419.83,,12/26/2012,847.71,,12/26/2012,344.52,,12/26/2012,8299.5,,12/26/2012,5954.18,,12/26/2012,0.7563,,12/26/2012,0.88375,,12/26/2012,1.2188,,12/26/2012,208.1716,0,,,5615.33
27-Dec-12,2659.95,,12/27/2012,1418.1,,12/27/2012,854.09,,12/27/2012,344.71,,12/27/2012,8280.9,,12/27/2012,5954.3,,12/27/2012,0.7569,,12/27/2012,0.88049,,12/27/2012,1.2165,,12/27/2012,208.3448,0.00083166,,,5619.02
28-Dec-12,2626.85,,12/28/2012,1402.43,,12/28/2012,859.8,,12/28/2012,342,,12/28/2012,8131,,12/28/2012,5925.37,,12/28/2012,0.7563,,12/28/2012,0.87859,,12/28/2012,1.2225,,12/28/2012,208.4619,0.000561891,,,5580.06
29-Dec-12,2626.85,,12/29/2012,1402.43,,12/29/2012,859.8,,12/29/2012,342,,12/29/2012,8131,,12/29/2012,5925.37,,12/29/2012,0.7563,,12/29/2012,0.87859,,12/29/2012,1.2225,,12/29/2012,208.4619,0,,,5559.05
30-Dec-12,2626.85,,12/30/2012,1402.43,,12/30/2012,859.8,,12/30/2012,342,,12/30/2012,8131,,12/30/2012,5925.37,,12/30/2012,0.7563,,12/30/2012,0.87859,,12/30/2012,1.2225,,12/30/2012,208.4619,0,,,5551.3
31-Dec-12,2635.93,,12/31/2012,1426.19,,12/31/2012,859.8,,12/31/2012,342.71,,12/31/2012,8167.5,,12/31/2012,5897.81,,12/31/2012,0.7578,,12/31/2012,0.87448,,12/31/2012,1.2307,,12/31/2012,208.5207,0.000282026,,,5551.89
1-Jan-13,2635.93,,1/1/2013,1426.19,,1/1/2013,859.8,,1/1/2013,342.71,,1/1/2013,8167.5,,1/1/2013,5897.81,,1/1/2013,0.7572,,1/1/2013,0.8733,,1/1/2013,1.2328,,1/1/2013,208.5207,0,,,5566.66
2-Jan-13,2711.25,,1/2/2013,1462.42,,1/2/2013,859.8,,1/2/2013,350.21,,1/2/2013,8447.6,,1/2/2013,6027.37,,1/2/2013,0.7594,,1/2/2013,0.87184,,1/2/2013,1.2325,,1/2/2013,208.2821,-0.001144906,,,5580.27
3-Jan-13,2701.22,,1/3/2013,1459.37,,1/3/2013,859.8,,1/3/2013,350.74,,1/3/2013,8403.4,,1/3/2013,6047.34,,1/3/2013,0.7627,,1/3/2013,0.87793,,1/3/2013,1.2321,,1/3/2013,207.9842,-0.001431296,,,5582.18
4-Jan-13,2709.35,,1/4/2013,1466.47,,1/4/2013,888.51,,1/4/2013,351.73,,1/4/2013,8435.8,,1/4/2013,6089.84,,1/4/2013,0.7663,,1/4/2013,0.86801,,1/4/2013,1.2295,,1/4/2013,207.5681,-0.002002637,,,5568.53
5-Jan-13,2709.35,,1/5/2013,1466.47,,1/5/2013,888.51,,1/5/2013,351.73,,1/5/2013,8435.8,,1/5/2013,6089.84,,1/5/2013,0.7663,,1/5/2013,0.86801,,1/5/2013,1.2295,,1/5/2013,207.5681,0,,,5602.64
6-Jan-13,2709.35,,1/6/2013,1466.47,,1/6/2013,888.51,,1/6/2013,351.73,,1/6/2013,8435.8,,1/6/2013,6089.84,,1/6/2013,0.7663,,1/6/2013,0.86801,,1/6/2013,1.2295,,1/6/2013,207.5681,0,,,5632.92
7-Jan-13,2695.56,,1/7/2013,1461.89,,1/7/2013,881.06,,1/7/2013,351.24,,1/7/2013,8419,,1/7/2013,6064.58,,1/7/2013,0.7629,,1/7/2013,0.87,,1/7/2013,1.2276,,1/7/2013,207.7236,0.000748871,,,5640.66
8-Jan-13,2691.45,,1/8/2013,1457.15,,1/8/2013,871.88,,1/8/2013,349.11,,1/8/2013,8453,,1/8/2013,6053.63,,1/8/2013,0.7651,,1/8/2013,0.87712,,1/8/2013,1.2274,,1/8/2013,208.1025,0.001822397,,,5644.41
9-Jan-13,2706.39,,1/9/2013,1461.02,,1/9/2013,879.05,,1/9/2013,350,,1/9/2013,8606.4,,1/9/2013,6098.65,,1/9/2013,0.7653,,1/9/2013,0.87015,,1/9/2013,1.2264,,1/9/2013,208.229,0.000607689,,,5713.61
10-Jan-13,2708.27,,1/10/2013,1472.12,,1/10/2013,889.02,,1/10/2013,350.69,,1/10/2013,8618.9,,1/10/2013,6101.51,,1/10/2013,0.7542,,1/10/2013,0.85525,,1/10/2013,1.2189,,1/10/2013,208.1456,-0.000400601,,,5656.78
11-Jan-13,2717.79,,1/11/2013,1472.05,,1/11/2013,898.69,,1/11/2013,350.13,,1/11/2013,8664.7,,1/11/2013,6121.58,,1/11/2013,0.7487,,1/11/2013,0.83967,,1/11/2013,1.2081,,1/11/2013,208.0181,-0.00061274,,,5646.96
12-Jan-13,2717.79,,1/12/2013,1472.05,,1/12/2013,898.69,,1/12/2013,350.13,,1/12/2013,8664.7,,1/12/2013,6121.58,,1/12/2013,0.7487,,1/12/2013,0.83967,,1/12/2013,1.2081,,1/12/2013,208.0181,0,,,5627.78
13-Jan-13,2717.79,,1/13/2013,1472.05,,1/13/2013,898.69,,1/13/2013,350.13,,1/13/2013,8664.7,,1/13/2013,6121.58,,1/13/2013,0.7487,,1/13/2013,0.83967,,1/13/2013,1.2081,,1/13/2013,208.0181,0,,,5602.25
14-Jan-13,2715.16,,1/14/2013,1470.68,,1/14/2013,898.69,,1/14/2013,347.34,,1/14/2013,8632.1,,1/14/2013,6107.86,,1/14/2013,0.7482,,1/14/2013,0.83753,,1/14/2013,1.2025,,1/14/2013,208.0586,0.000194676,,,5668.57
15-Jan-13,2701.59,,1/15/2013,1472.34,,1/15/2013,906.22,,1/15/2013,347.86,,1/15/2013,8601,,1/15/2013,6117.31,,1/15/2013,0.7499,,1/15/2013,0.84581,,1/15/2013,1.2052,,1/15/2013,208.2588,0.000961766,,,5667.19
16-Jan-13,2702.54,,1/16/2013,1472.63,,1/16/2013,888.11,,1/16/2013,348.84,,1/16/2013,8581.1,,1/16/2013,6103.98,,1/16/2013,0.7528,,1/16/2013,0.85048,,1/16/2013,1.2039,,1/16/2013,208.2433,-7.44E-05,,,5600.45
17-Jan-13,2718.93,,1/17/2013,1480.94,,1/17/2013,890.46,,1/17/2013,351.19,,1/17/2013,8628.9,,1/17/2013,6132.36,,1/17/2013,0.7484,,1/17/2013,0.83414,,1/17/2013,1.1966,,1/17/2013,207.7618,-0.002314877,,,5698.57
18-Jan-13,2709.59,,1/18/2013,1485.98,,1/18/2013,911.44,,1/18/2013,350.89,,1/18/2013,8604,,1/18/2013,6154.41,,1/18/2013,0.7506,,1/18/2013,0.83371,,1/18/2013,1.1912,,1/18/2013,208.2467,0.002331203,,,5694.26
19-Jan-13,2709.59,,1/19/2013,1485.98,,1/19/2013,911.44,,1/19/2013,350.89,,1/19/2013,8604,,1/19/2013,6154.41,,1/19/2013,0.7506,,1/19/2013,0.83371,,1/19/2013,1.1912,,1/19/2013,208.2467,0,,,5688.66
20-Jan-13,2709.59,,1/20/2013,1485.98,,1/20/2013,911.44,,1/20/2013,350.89,,1/20/2013,8604,,1/20/2013,6154.41,,1/20/2013,0.7506,,1/20/2013,0.83371,,1/20/2013,1.1912,,1/20/2013,208.2467,0,,,5610.73
21-Jan-13,2726.63,,1/21/2013,1485.98,,1/21/2013,905.16,,1/21/2013,353.07,,1/21/2013,8665.9,,1/21/2013,6180.98,,1/21/2013,0.751,,1/21/2013,0.83661,,1/21/2013,1.189,,1/21/2013,207.9176,-0.001581587,,,5613.28
22-Jan-13,2716.7,,1/22/2013,1492.56,,1/22/2013,901.15,,1/22/2013,353.45,,1/22/2013,8632.1,,1/22/2013,6179.17,,1/22/2013,0.7515,,1/22/2013,0.84758,,1/22/2013,1.1914,,1/22/2013,208.0681,0.000723583,,,5649.18
23-Jan-13,2708.28,,1/23/2013,1494.81,,1/23/2013,887.79,,1/23/2013,353.01,,1/23/2013,8613.3,,1/23/2013,6197.64,,1/23/2013,0.7514,,1/23/2013,0.84855,,1/23/2013,1.1904,,1/23/2013,208.2865,0.001049106,,,5733.83
24-Jan-13,2722.96,,1/24/2013,1494.82,,1/24/2013,897.62,,1/24/2013,354.13,,1/24/2013,8665.6,,1/24/2013,6264.91,,1/24/2013,0.7478,,1/24/2013,0.83068,,1/24/2013,1.1801,,1/24/2013,208.0628,-0.001074579,,,5761.63
25-Jan-13,2744.18,,1/25/2013,1502.96,,1/25/2013,917.09,,1/25/2013,355.74,,1/25/2013,8724.6,,1/25/2013,6284.45,,1/25/2013,0.7433,,1/25/2013,0.81658,,1/25/2013,1.1741,,1/25/2013,207.6031,-0.002211873,,,5765.09
26-Jan-13,2744.18,,1/26/2013,1502.96,,1/26/2013,917.09,,1/26/2013,355.74,,1/26/2013,8724.6,,1/26/2013,6284.45,,1/26/2013,0.7433,,1/26/2013,0.81658,,1/26/2013,1.1741,,1/26/2013,207.6031,0,,,5767
27-Jan-13,2744.18,,1/27/2013,1502.96,,1/27/2013,917.09,,1/27/2013,355.74,,1/27/2013,8724.6,,1/27/2013,6284.45,,1/27/2013,0.7433,,1/27/2013,0.81658,,1/27/2013,1.1741,,1/27/2013,207.6031,0,,,5766.18
28-Jan-13,2744.5,,1/28/2013,1500.18,,1/28/2013,913.78,,1/28/2013,356.68,,1/28/2013,8672.5,,1/28/2013,6294.41,,1/28/2013,0.7431,,1/28/2013,0.8183,,1/28/2013,1.1661,,1/28/2013,207.0792,-0.002526755,,,5767.5
29-Jan-13,2749.27,,1/29/2013,1507.84,,1/29/2013,920.76,,1/29/2013,358.08,,1/29/2013,8643,,1/29/2013,6339.19,,1/29/2013,0.7418,,1/29/2013,0.8187,,1/29/2013,1.1687,,1/29/2013,207.315,0.001138047,,,5689.43
30-Jan-13,2732.12,,1/30/2013,1501.96,,1/30/2013,934.67,,1/30/2013,357.54,,1/30/2013,8571.9,,1/30/2013,6323.11,,1/30/2013,0.7367,,1/30/2013,0.80891,,1/30/2013,1.1637,,1/30/2013,206.8565,-0.00221406,,,5702.78
31-Jan-13,2702.98,,1/31/2013,1498.11,,1/31/2013,940.25,,1/31/2013,354.35,,1/31/2013,8362.3,,1/31/2013,6276.88,,1/31/2013,0.7359,,1/31/2013,0.80585,,1/31/2013,1.1682,,1/31/2013,207.1222,0.001283641,,,5766.15
1-Feb-13,2710.08,,2/1/2013,1513.17,,2/1/2013,942.65,,2/1/2013,355.55,,2/1/2013,8229.7,,2/1/2013,6347.24,,2/1/2013,0.7315,,2/1/2013,0.79047,,2/1/2013,1.1504,,2/1/2013,207.1486,0.000127453,,,5679
2-Feb-13,2710.08,,2/2/2013,1513.17,,2/2/2013,942.65,,2/2/2013,355.55,,2/2/2013,8229.7,,2/2/2013,6347.24,,2/2/2013,0.7315,,2/2/2013,0.79047,,2/2/2013,1.1504,,2/2/2013,207.1486,0,,,5677.37
3-Feb-13,2710.08,,2/3/2013,1513.17,,2/3/2013,942.65,,2/3/2013,355.55,,2/3/2013,8229.7,,2/3/2013,6347.24,,2/3/2013,0.7315,,2/3/2013,0.79047,,2/3/2013,1.1504,,2/3/2013,207.1486,0,,,5681.83
4-Feb-13,2625.17,,2/4/2013,1495.71,,2/4/2013,955.75,,2/4/2013,349.69,,2/4/2013,7919.6,,2/4/2013,6246.84,,2/4/2013,0.7388,,2/4/2013,0.79787,,2/4/2013,1.1629,,2/4/2013,207.0072,-0.000682835,,,5681.37
5-Feb-13,2651.21,,2/5/2013,1511.29,,2/5/2013,939.7,,2/5/2013,348.43,,2/5/2013,8093.6,,2/5/2013,6282.76,,2/5/2013,0.7362,,2/5/2013,0.78948,,2/5/2013,1.1515,,2/5/2013,206.8386,-0.000814796,,,5684.56
6-Feb-13,2617.35,,2/6/2013,1512.12,,2/6/2013,968.82,,2/6/2013,345.86,,2/6/2013,8056.2,,2/6/2013,6295.34,,2/6/2013,0.7399,,2/6/2013,0.79205,,2/6/2013,1.1582,,2/6/2013,206.7528,-0.000414902,,,5687.63
7-Feb-13,2597.92,,2/7/2013,1509.39,,2/7/2013,969.18,,2/7/2013,343.7,,2/7/2013,8014.6,,2/7/2013,6228.42,,2/7/2013,0.7462,,2/7/2013,0.79819,,2/7/2013,1.1713,,2/7/2013,207.0565,0.001467826,,,5695.02
8-Feb-13,2630.3,,2/8/2013,1517.93,,2/8/2013,957.35,,2/8/2013,345.13,,2/8/2013,8174.9,,2/8/2013,6263.93,,2/8/2013,0.7488,,2/8/2013,0.80734,,2/8/2013,1.1825,,2/8/2013,207.1722,0.000558629,,,5695.32
9-Feb-13,2630.3,,2/9/2013,1517.93,,2/9/2013,957.35,,2/9/2013,345.13,,2/9/2013,8174.9,,2/9/2013,6263.93,,2/9/2013,0.7488,,2/9/2013,0.80734,,2/9/2013,1.1825,,2/9/2013,207.1722,0,,,5691.53
10-Feb-13,2630.3,,2/10/2013,1517.93,,2/10/2013,957.35,,2/10/2013,345.13,,2/10/2013,8174.9,,2/10/2013,6263.93,,2/10/2013,0.7488,,2/10/2013,0.80734,,2/10/2013,1.1825,,2/10/2013,207.1722,0,,,5693.6
11-Feb-13,2622.61,,2/11/2013,1517.01,,2/11/2013,957.35,,2/11/2013,344.99,,2/11/2013,8078.6,,2/11/2013,6277.06,,2/11/2013,0.7458,,2/11/2013,0.79733,,2/11/2013,1.1689,,2/11/2013,206.9971,-0.000845548,,,5775.44
12-Feb-13,2648.83,,2/12/2013,1519.43,,2/12/2013,968.5,,2/12/2013,346.2,,2/12/2013,8234.7,,2/12/2013,6338.38,,2/12/2013,0.7428,,2/12/2013,0.79657,,2/12/2013,1.1639,,2/12/2013,207.087,0.000434211,,,5689.11
13-Feb-13,2656.86,,2/13/2013,1520.33,,2/13/2013,957.02,,2/13/2013,345.83,,2/13/2013,8306.2,,2/13/2013,6359.11,,2/13/2013,0.7434,,2/13/2013,0.79517,,2/13/2013,1.1566,,2/13/2013,207.1438,0.000274243,,,5681.32
14-Feb-13,2635.35,,2/14/2013,1521.38,,2/14/2013,954.88,,2/14/2013,345.84,,2/14/2013,8247.4,,2/14/2013,6327.36,,2/14/2013,0.7496,,2/14/2013,0.80523,,2/14/2013,1.1613,,2/14/2013,207.4922,0.001680511,,,5678.43
15-Feb-13,2615.26,,2/15/2013,1519.79,,2/15/2013,942.41,,2/15/2013,343.45,,2/15/2013,8150.2,,2/15/2013,6328.26,,2/15/2013,0.7488,,2/15/2013,0.80089,,2/15/2013,1.1626,,2/15/2013,207.3945,-0.000470972,,,5666.59
16-Feb-13,2615.26,,2/16/2013,1519.79,,2/16/2013,942.41,,2/16/2013,343.45,,2/16/2013,8150.2,,2/16/2013,6328.26,,2/16/2013,0.7488,,2/16/2013,0.80089,,2/16/2013,1.1626,,2/16/2013,207.3945,0,,,5666.67
17-Feb-13,2615.26,,2/17/2013,1519.79,,2/17/2013,942.41,,2/17/2013,343.45,,2/17/2013,8150.2,,2/17/2013,6328.26,,2/17/2013,0.7488,,2/17/2013,0.80089,,2/17/2013,1.1626,,2/17/2013,207.3945,0,,,5660.9
18-Feb-13,2616.65,,2/18/2013,1519.79,,2/18/2013,962.69,,2/18/2013,343.23,,2/18/2013,8108.9,,2/18/2013,6318.19,,2/18/2013,0.749,,2/18/2013,0.79737,,2/18/2013,1.1589,,2/18/2013,207.5411,0.000706616,,,5660.94
19-Feb-13,2662.37,,2/19/2013,1530.94,,2/19/2013,963.61,,2/19/2013,347.63,,2/19/2013,8225.3,,2/19/2013,6379.07,,2/19/2013,0.747,,2/19/2013,0.79886,,2/19/2013,1.1517,,2/19/2013,207.6408,0.000480271,,,5661.37
20-Feb-13,2640.35,,2/20/2013,1511.95,,2/20/2013,973.7,,2/20/2013,343.61,,2/20/2013,8163,,2/20/2013,6395.37,,2/20/2013,0.7494,,2/20/2013,0.80039,,2/20/2013,1.1456,,2/20/2013,207.3729,-0.001291042,,,5655.28
21-Feb-13,2579.76,,2/21/2013,1502.42,,2/21/2013,962.86,,2/21/2013,336.38,,2/21/2013,8014.5,,2/21/2013,6291.54,,2/21/2013,0.7575,,2/21/2013,0.81563,,2/21/2013,1.1558,,2/21/2013,207.6943,0.001548665,,,5645.03
22-Feb-13,2630.05,,2/22/2013,1515.6,,2/22/2013,963.48,,2/22/2013,339.87,,2/22/2013,8179,,2/22/2013,6335.7,,2/22/2013,0.7581,,2/22/2013,0.81127,,2/22/2013,1.1568,,2/22/2013,207.9696,0.001324628,,,5642.75
23-Feb-13,2630.05,,2/23/2013,1515.6,,2/23/2013,963.48,,2/23/2013,339.87,,2/23/2013,8179,,2/23/2013,6335.7,,2/23/2013,0.7581,,2/23/2013,0.81127,,2/23/2013,1.1568,,2/23/2013,207.9696,0,,,5641.77
24-Feb-13,2630.05,,2/24/2013,1515.6,,2/24/2013,963.48,,2/24/2013,339.87,,2/24/2013,8179,,2/24/2013,6335.7,,2/24/2013,0.7581,,2/24/2013,0.81127,,2/24/2013,1.1568,,2/24/2013,207.9696,0,,,5707.64
25-Feb-13,2651.86,,2/25/2013,1487.85,,2/25/2013,980.7,,2/25/2013,340.26,,2/25/2013,8244.5,,2/25/2013,6355.37,,2/25/2013,0.7579,,2/25/2013,0.81128,,2/25/2013,1.1483,,2/25/2013,208.1098,0.00067391,,,5616.5
26-Feb-13,2570.52,,2/26/2013,1496.94,,2/26/2013,966.77,,2/26/2013,335.29,,2/26/2013,7980.7,,2/26/2013,6270.44,,2/26/2013,0.7661,,2/26/2013,0.83521,,2/26/2013,1.1602,,2/26/2013,207.7753,-0.001608618,,,5609.59
27-Feb-13,2611.89,,2/27/2013,1515.99,,2/27/2013,953.72,,2/27/2013,337.37,,2/27/2013,8136.7,,2/27/2013,6325.88,,2/27/2013,0.7634,,2/27/2013,0.83095,,2/27/2013,1.1556,,2/27/2013,208.0198,0.00117606,,,5605.16
28-Feb-13,2633.55,,2/28/2013,1514.68,,2/28/2013,975.66,,2/28/2013,340.53,,2/28/2013,8230.3,,2/28/2013,6360.81,,2/28/2013,0.7643,,2/28/2013,0.82732,,2/28/2013,1.1605,,2/28/2013,208.3482,0.001577451,,,5599.38
1-Mar-13,2616.75,,3/1/2013,1518.2,,3/1/2013,984.33,,3/1/2013,339.73,,3/1/2013,8187.1,,3/1/2013,6378.6,,3/1/2013,0.767,,3/1/2013,0.81863,,3/1/2013,1.1538,,3/1/2013,208.6876,0.001627678,,,5597.52
