SX5E Index,,TPX Index,,UKX Index,,IBEX Index,,SPX Index,,LBEATREU Index,,AEX Index,,INGEHIH LX Equity,,INGGOPC LX Equity,,INGEHYC LX Equity,,SGEURSE LX Equity,,SGIDXIW LX Equity,
40917,2286.45,40878,740.01,40899,5456.97,40912,8581.8,40897,1241.3,40899,186.6592,40912,314.53,40917,5331.02,40913,254.29,40912,304.82,40890,679.09497,,
40914,2298.65,40877,728.46,40898,5389.74,40911,8732.4,40896,1205.35,40898,186.6865,40911,318.04,40914,5327.17,40912,253.01,40911,310.13,40889,680.7478,,
40913,2315.75,40876,729.68,40897,5419.6,40910,8723.8,40893,1219.66,40897,186.9004,40910,316.82,40913,5324.06,40911,251.18,40910,306.57,40886,700.91132,,
40912,2349.89,40875,715.7,40896,5364.99,40907,8566.3,40892,1215.75,40896,186.8394,40907,312.47,40912,5326.2,40907,245.78,40907,298.86,40885,687.22571,,
40911,2389.91,40872,706.6,40893,5387.34,40906,8487.9,40891,1211.82,40893,186.7276,40906,310.76,40911,5314,40906,245.95,40906,295.86,40884,703.77417,,
40910,2370.2,40871,706.08,40892,5400.85,40905,8358.4,40890,1225.73,40892,186.1342,40905,306.76,40910,5285.64,40905,243.29,40905,291.69,40882,711.8172,,
40907,2316.55,40869,717.79,40891,5366.8,40904,8529.6,40889,1236.47,40891,185.4714,40904,309.37,40907,5278.5,40904,244.96,40904,295.72,40879,703.22162,,
40906,2292.28,40868,717.08,40890,5490.15,40900,8542.7,40886,1255.19,40890,184.9701,40900,307.79,40906,5269.68,40900,245.5,40900,295.63,40878,695.55609,,
40905,2255.03,40865,719.98,40889,5427.86,40899,8462.9,40885,1234.35,40889,184.8294,40899,305.18,40905,5263.68,40899,243.53,40899,293.9,40877,701.16052,,
40904,2290.31,40864,727.71,40886,5529.21,40898,8378.4,40884,1261.01,40886,184.3774,40898,300.8,40904,5256.47,40898,241.29,40898,289.83,40876,672.56989,,
40900,2290.37,40863,724.11,40885,5483.77,40897,8454.4,40883,1258.47,40885,184.46,40897,301.79,40900,5249.44,40897,241.6,40897,293.06,40875,668.66193,,
40899,2273.02,40862,730.91,40884,5546.91,40896,8253,40882,1257.08,40884,185.1004,40896,293.9,40899,5249.11,40896,236.81,40896,283.98,40872,637.86279,,
40898,2244.35,40861,735.85,40883,5568.72,40893,8203.4,40879,1244.28,40883,185.0114,40893,294.03,40898,5240.56,40893,238.74,40893,284.9,40871,632.60852,,
40897,2262.39,40858,729.13,40882,5567.96,40892,8250.4,40878,1244.58,40882,185.1748,40892,294.62,40897,5224.8,40892,238.5,40892,286.04,40870,633.20752,,
40896,2202.95,40857,730.3,40879,5552.29,40891,8182,40877,1246.96,40879,183.6721,40891,292.15,40896,5224.76,40891,238.63,40891,283.21,40869,643.63611,,
40893,2202.72,40856,749.4,40878,5489.34,40890,8327.8,40876,1195.19,40878,183.5076,40890,298.56,40893,5221.36,40890,241.39,40890,290.06,40868,650.42023,,
40892,2224.89,40855,738.03,40877,5505.42,40889,8381,40875,1192.55,40877,181.7915,40889,297.39,40892,5219.98,40889,240.99,40889,290.68,40865,673.34491,,
40891,2205.91,40854,750.45,40876,5337,40886,8649.7,40872,1158.67,40876,180.7097,40886,304.58,40891,5264.96,40886,243.73,40886,298.48,40864,676.5589,,
40890,2260.98,40851,752.02,40875,5312.76,40885,8461.2,40870,1161.79,40875,180.5598,40885,299.79,40890,5203.96,40885,241.12,40885,292.65,40863,685.75171,,
40889,2269.46,40849,738.58,40872,5164.65,40884,8644.3,40869,1188.04,40872,180.053,40884,304.31,40889,5214.87,40884,245.58,40884,299.93,40862,683.85968,,
40886,2342.59,40848,754.5,40871,5127.57,40883,8712.8,40868,1192.98,40871,180.6339,40883,304.8,40886,5228.44,40883,245.27,40883,302.19,40861,693.5329,,
40885,2288.05,40847,764.06,40870,5139.78,40882,8705.8,40865,1215.65,40870,181.4701,40882,305.1,40885,5238.82,40882,246.68,40882,306.28,40858,703.76422,,
40884,2344.92,40844,771.43,40869,5206.82,40879,8558.6,40864,1216.13,40869,182.8264,40879,300.77,40884,5240.83,40879,243.96,40879,302.68,40857,683.89661,,
40883,2356.71,40843,762.79,40868,5222.6,40878,8421,40863,1236.91,40868,183.2824,40878,296.97,40883,5222.25,40878,242.89,40878,299.96,40856,683.82257,,
40882,2369.39,40842,746.48,40865,5362.94,40877,8449.5,40862,1257.81,40865,183.2191,40877,299.68,40882,5204.12,40877,242.75,40877,302.57,40855,699.99561,,
40879,2342.5,40841,747.7,40864,5423.14,40876,8128,40861,1251.78,40864,182.9255,40876,287.55,40879,5173.88,40876,234.5,40876,289.8,40854,693.81689,,
40878,2313.84,40840,755.44,40863,5509.02,40875,8119.9,40858,1263.85,40863,183.2911,40875,285.07,40878,5143.35,40875,233.56,40875,288,40851,696.40387,,
40877,2330.43,40837,744.21,40862,5517.44,40872,7763.5,40857,1239.69,40862,183.5757,40872,274.37,40877,5137.82,40872,226.51,40872,273.82,40850,710.58899,,
40876,2234.17,40836,746.02,40861,5519.04,40871,7721.8,40856,1229.1,40861,184.8301,40871,271.61,40876,5125.45,40871,227.23,40871,271.93,40849,692.28888,,
40875,2221.76,40835,751.49,40858,5545.38,40870,7739.3,40855,1275.92,40858,185.0934,40870,272.79,40875,5129.44,40870,226.5,40870,272.99,40847,718.04523,,
40872,2111.26,40834,751.24,40857,5444.82,40869,7904.9,40854,1261.12,40857,185.0536,40869,276.91,40872,5200.48,40869,229.4,40869,277.29,40844,740.7655,,
40871,2090.25,40833,761.88,40856,5460.38,40868,8021,40851,1253.23,40856,185.1185,40868,278.84,40871,5149.57,40868,230.5,40868,281.4,40843,744.70538,,
40870,2096.79,40830,748.81,40855,5567.34,40865,8310.1,40850,1261.15,40855,185.9114,40865,288.01,40870,5247.2,40865,235.19,40865,290.47,40842,707.04901,,
40869,2136.81,40829,758.83,40854,5510.82,40864,8270.6,40849,1237.9,40854,185.8647,40864,290.21,40869,5215.83,40864,237.66,40864,292.17,40841,708.87592,,
40868,2160.28,40828,753.44,40851,5527.16,40863,8304.1,40848,1218.28,40851,186.3151,40863,294.47,40868,5230.85,40863,243,40863,296.23,40840,715.23279,,
40865,2236.68,40827,755,40850,5545.64,40862,8237.6,40847,1253.3,40850,186.3699,40862,292.93,40865,5254.38,40862,245.87,40862,295.58,40837,705.15979,,
40864,2242.78,40823,741.55,40849,5484.1,40861,8372.2,40844,1285.09,40849,186.5566,40861,296.9,40864,5257.97,40861,244.4,40861,299.55,40836,685.43372,,
40863,2267.96,40822,736.86,40848,5421.57,40858,8556.1,40843,1284.59,40848,186.9183,40858,300.98,40863,5262.66,40858,244.99,40858,304.04,40835,701.34332,,
40862,2254,40821,726.25,40847,5544.22,40857,8310.9,40842,1242,40847,186.1063,40857,294.32,40862,5276.19,40857,242.12,40857,296.52,40834,697.08411,,
40861,2288.32,40820,736.18,40844,5702.24,40856,8340.6,40841,1229.05,40844,185.5659,40856,294.4,40861,5306.67,40856,243.05,40856,296.27,40833,698.30768,,
40858,2324.81,40819,747.11,40843,5713.82,40855,8518.5,40840,1254.19,40843,185.9077,40855,303.98,40858,5272.97,40855,248.47,40855,303.65,40830,709.96637,,
40857,2254.92,40816,761.17,40842,5553.24,40854,8476.4,40837,1238.25,40842,186.4238,40854,299.75,40857,5262.76,40854,247,40854,302.41,40829,702.45038,,
40856,2249.39,40815,762.3,40841,5525.54,40851,8596.4,40836,1215.39,40841,185.8069,40851,301.97,40856,5286.57,40851,246.25,40851,303.06,40828,712.49182,,
40855,2303.2,40814,754.07,40840,5548.06,40850,8712.6,40835,1209.88,40840,185.1893,40850,304.5,40855,5304.69,40850,247.6,40850,308.41,40827,695.71698,,
40854,2275.92,40813,748.55,40837,5488.65,40849,8574.5,40834,1225.38,40837,185.2264,40849,298.21,40854,5296.66,40849,242.49,40849,299.4,40826,697.35797,,
40851,2291.47,40812,728.85,40836,5384.68,40848,8579.6,40833,1200.86,40836,185.3706,40848,296.19,40851,5306.08,40847,244.71,40847,309.46,40823,682.1424,,
40850,2347.94,40808,744.54,40835,5450.49,40847,8954.9,40830,1224.58,40835,185.425,40847,307.5,40850,5294.64,40844,249.54,40844,317.81,40822,677.61078,,
40849,2291.89,40807,757.13,40834,5410.35,40844,9224.4,40829,1203.66,40834,185.8223,40844,313.01,40849,5339.25,40843,248.81,40843,320.66,40821,656.76398,,
40848,2259.73,40806,755.04,40833,5436.7,40843,9270.5,40828,1207.25,40833,185.889,40843,315.45,40847,5367.36,40842,241.9,40842,306.3,40820,631.88928,,
40847,2385.22,40802,768.13,40830,5466.36,40842,8832.5,40827,1195.54,40830,185.1989,40842,303.84,40844,5376.03,40841,238.89,40841,306.68,40819,649.34113,,
40844,2462.36,40801,751.76,40829,5403.38,40841,8879.6,40826,1194.89,40829,185.8852,40841,304.98,40843,5333.15,40840,241.5,40840,310.96,40816,662.01971,,
40843,2476.92,40800,741.69,40828,5441.8,40840,8957.1,40823,1155.46,40828,185.6199,40840,308.32,40842,5246.94,40837,236.45,40837,305.63,40815,673.1911,,
40842,2335.06,40799,749.82,40827,5395.7,40837,8853,40822,1164.97,40827,186.3253,40837,305.7,40841,5226.65,40836,234.46,40836,297.79,40814,664.7995,,
40841,2343.96,40798,741.26,40826,5399,40836,8608.2,40821,1144.03,40826,186.429,40836,299.01,40840,5199.56,40835,235.11,40835,302.63,40813,670.42072,,
40840,2369.07,40795,755.7,40823,5303.4,40835,8849.5,40820,1123.95,40823,186.7256,40835,301.68,40837,5177.83,40834,238.69,40834,300.11,40812,638.25623,,
40837,2337.51,40794,757.41,40822,5291.26,40834,8811.3,40819,1099.23,40822,186.7607,40834,298.68,40836,5156.66,40833,235.5,40833,301.81,40809,624.3703,,
40836,2271.77,40793,753.63,40821,5102.17,40833,8864.3,40816,1131.42,40821,187.3029,40833,299.24,40835,5144.92,40830,237.56,40830,307.62,40808,619.15021,,
40835,2330.08,40792,741.2,40820,4944.44,40830,8975.5,40815,1160.4,40820,187.9842,40830,302.41,40834,5123.52,40829,236.2,40829,302.98,40807,651.4903,,
40834,2306.81,40791,755.82,40819,5075.5,40829,8943.5,40814,1151.06,40819,187.9569,40829,297.39,40833,5132.4,40828,235.56,40828,309.25,40806,662.68903,,
40833,2315.89,40788,769.78,40816,5128.48,40828,9026.5,40813,1175.38,40816,187.5444,40828,300.14,40830,5075.88,40827,233.64,40827,301.21,40805,650.15778,,
40830,2355.48,40787,778.28,40815,5196.84,40827,8845.5,40812,1162.95,40815,186.8739,40827,292.88,40829,5056.02,40826,232.16,40826,301.09,40802,667.74988,,
40829,2332.52,40786,770.6,40814,5217.63,40826,8892.4,40809,1136.43,40814,186.9192,40826,293.34,40828,5010.66,40823,227.48,40823,295.53,40801,664.53961,,
40828,2372.15,40785,767.3,40813,5294.05,40823,8798.4,40808,1129.56,40813,187.1542,40823,288.31,40827,4961.4,40822,228.86,40822,294.12,40800,645.66211,,
40827,2315.97,40784,758.83,40812,5089.37,40822,8704.8,40807,1166.76,40812,187.5603,40822,285.81,40826,4918.93,40821,223.64,40821,284.66,40799,631.04901,,
40826,2320.8,40781,756.07,40809,5066.81,40821,8477.3,40806,1202.09,40809,187.819,40821,278.09,40823,4900.19,40820,219.53,40820,273.96,40798,621.69879,,
40823,2269.19,40780,751.82,40808,5041.61,40820,8225.4,40805,1204.09,40808,187.9081,40820,270.06,40822,4887.18,40819,218.27,40819,281.28,40795,643.00983,,
40822,2248.78,40779,742.24,40807,5288.41,40819,8353.8,40802,1216.01,40807,187.4935,40819,275.64,40821,4873.5,40816,224.1,40816,286.54,40794,668.6701,,
40821,2179.42,40778,750.39,40806,5363.71,40816,8546.6,40801,1209.11,40806,187.4388,40816,280.18,40820,4894.66,40815,228.15,40815,291.64,40793,665.13629,,
40820,2091.09,40777,742.84,40805,5259.56,40815,8592.5,40800,1188.68,40805,187.6778,40815,283.98,40819,4948.93,40814,227.17,40814,287.16,40792,642.07642,,
40819,2138.24,40774,751.69,40802,5368.41,40814,8480.2,40799,1172.87,40802,187.6639,40814,278.31,40816,4989.97,40813,230.3,40813,289.87,40791,648.94769,,
40816,2179.66,40773,767.31,40801,5337.54,40813,8531.9,40798,1162.27,40801,186.5297,40813,282.04,40815,4986.22,40812,225.89,40812,274.59,40788,680.9436,,
40815,2212.44,40772,776.65,40800,5227.02,40812,8201.7,40795,1154.23,40800,186.7751,40812,269.83,40814,5005.64,40809,223.47,40809,266.96,40787,704.12347,,
40814,2176.64,40771,779.06,40799,5174.25,40809,7996.9,40794,1185.9,40799,187.1408,40809,264.72,40813,5052.83,40808,222.61,40808,264.54,40786,703.95032,,
40813,2194.03,40770,777.12,40798,5129.62,40808,7830.8,40793,1198.62,40798,187.7584,40808,263.44,40812,4968.74,40807,230.96,40807,278.72,40785,683.80151,,
40812,2083.35,40767,768.19,40795,5214.65,40807,8210.3,40792,1165.24,40795,188.4217,40807,275.68,40809,4993.86,40806,235.1,40806,282.66,40784,682.6546,,
40809,2026.03,40766,770.88,40794,5340.38,40806,8362.2,40788,1173.97,40794,188.0355,40806,279.54,40808,5022.67,40805,237.16,40805,278.56,40781,667.37201,,
40808,1995.75,40765,776.73,40793,5318.59,40805,8222.7,40787,1204.42,40793,187.7495,40805,274.63,40807,5087.69,40802,239.35,40802,286.15,40780,673.48352,,
40807,2098.49,40764,770.39,40792,5156.84,40802,8388.4,40786,1218.89,40792,187.5764,40802,281.73,40806,5092.22,40801,237.46,40801,285.03,40779,679.42969,,
40806,2140.41,40763,782.86,40791,5102.58,40801,8337.9,40785,1212.92,40791,187.5295,40801,278.52,40805,5095.15,40800,236.11,40800,278,40778,667.15851,,
40805,2096.1,40760,800.96,40788,5292.03,40800,8045.7,40784,1210.08,40788,187.5354,40800,273.56,40802,5131.3,40799,234.83,40799,271.41,40777,663.48492,,
40802,2159.28,40759,826.36,40787,5418.65,40799,7834.2,40781,1176.8,40787,187.2062,40799,270.05,40801,5108.76,40798,234.04,40798,267.98,40774,657.97821,,
40801,2155.62,40758,826.75,40786,5394.53,40798,7640.7,40780,1159.27,40786,186.8386,40798,268.48,40800,5106.25,40795,234.29,40795,276.79,40773,670.58698,,
40800,2083.38,40757,843.96,40785,5268.66,40795,7910.2,40779,1177.6,40785,187.3699,40795,276.1,40799,5088.72,40794,237.24,40794,288.01,40772,708.76367,,
40799,2036.64,40756,851.7,40781,5129.92,40794,8277.8,40778,1162.35,40781,187.3828,40794,283.39,40798,5136.67,40793,238.53,40793,285.52,40771,706.87488,,
40798,1995.01,40753,841.37,40780,5131.1,40793,8156.6,40777,1123.82,40780,187.227,40793,281.05,40795,5195.28,40792,231.61,40792,276.51,40767,705.38568,,
40795,2073.67,40752,848.37,40779,5205.85,40792,7936.4,40774,1123.53,40779,186.9766,40792,273.33,40794,5213.42,40791,231.95,40791,280.15,40766,678.77032,,
40794,2163.4,40751,859.11,40778,5129.42,40791,8066.5,40773,1140.65,40778,187.7256,40791,274.45,40793,5189.36,40788,235.39,40788,293.72,40765,658.4184,,
40793,2151.16,40750,866.2,40777,5095.3,40788,8463.5,40772,1193.89,40777,187.8409,40788,286.43,40792,5171.14,40787,240.42,40787,302.38,40764,691.86108,,
40792,2080.1,40749,861.91,40774,5040.76,40787,8761.1,40771,1192.76,40774,188.0321,40787,293.96,40791,5208.95,40786,238.79,40786,302.04,40763,685.18518,,
40791,2107.27,40746,868.81,40773,5092.23,40786,8718.6,40770,1204.49,40773,188.3018,40786,292.93,40788,5252.14,40785,235.26,40785,292.3,40760,715.9278,,
40788,2220.72,40745,860.11,40772,5331.6,40785,8444.8,40767,1178.81,40772,187.3348,40785,283.64,40787,5265.83,40784,231.52,40784,291.65,40759,726.49921,,
40787,2305.75,40744,860.66,40771,5357.63,40784,8395,40766,1172.64,40771,186.6125,40784,281.26,40786,5229.89,40781,228,40781,284.76,40758,754.79529,,
40786,2302.08,40743,853.75,40770,5350.58,40781,8185.5,40765,1120.76,40770,186.4896,40781,276.6,40785,5183.27,40780,226.25,40780,288.19,40757,770.04828,,
40785,2239.14,40739,859.36,40767,5320.03,40780,8299.1,40764,1172.53,40767,186.4216,40780,278.49,40784,5153.32,40779,228.72,40779,290.54,40756,787.17712,,
40784,2239.3,40738,856.88,40766,5162.83,40779,8369.1,40763,1119.46,40766,186.4623,40779,281.58,40781,5149.24,40778,228.2,40778,285.1,40753,807.7016,,
40781,2190.44,40737,860.53,40765,5007.16,40778,8279.8,40760,1199.38,40765,187.0637,40778,278.32,40780,5155.56,40777,221.48,40777,285.11,40752,813.6861,,
40780,2216.7,40736,857.19,40764,5164.92,40777,8293.9,40759,1200.07,40764,185.9899,40777,276.37,40779,5140.73,40774,220.84,40774,282.05,40751,817.23578,,
40779,2238.7,40735,870.16,40763,5068.95,40774,8141.9,40758,1260.34,40763,186.3332,40774,274.15,40778,5175.02,40773,225.95,40773,286.15,40750,830.22522,,
40778,2199.98,40732,874.34,40760,5246.99,40773,8317.7,40757,1254.05,40760,184.3813,40773,279.58,40777,5210.54,40772,236.26,40772,302.39,40749,832.72162,,
40777,2183.39,40731,870.48,40759,5393.14,40772,8728.2,40756,1286.94,40759,184.1199,40772,292.65,40774,5224.06,40771,237.09,40771,302.26,40746,839.02771,,
40774,2159.07,40730,873.51,40758,5584.51,40771,8674.3,40753,1292.28,40758,183.5696,40771,291.51,40773,5267.04,40767,236.68,40767,302.07,40745,834.63312,,
40773,2206.61,40729,865.18,40757,5718.39,40770,8709,40752,1300.67,40757,183.7101,40770,293.7,40772,5281.76,40766,234.22,40766,290.39,40744,819.93793,,
40772,2331.12,40728,864.11,40756,5774.43,40767,8647.3,40751,1304.89,40756,183.7411,40767,291.9,40771,5275.99,40765,227.1,40765,283.12,40743,807.10382,,
40771,2323.67,40725,853.86,40753,5815.19,40766,8249.4,40750,1331.94,40753,183.6276,40766,282.79,40767,5235.37,40764,235.37,40764,297.48,40742,797.20837,,
40770,2324.48,40724,849.22,40752,5873.21,40765,7966,40749,1337.43,40752,183.2495,40765,277.27,40766,5219.82,40763,226.97,40763,294.88,40739,813.36322,,
40767,2307.33,40723,844.11,40751,5856.58,40764,8428.9,40746,1345.02,40751,183.3882,40764,287.05,40765,5292.98,40760,241.63,40760,307.58,40738,817.66968,,
40766,2215.45,40722,830.34,40750,5929.73,40763,8459.4,40745,1343.8,40750,182.8998,40763,283.36,40764,5279.57,40759,245.3,40759,312.74,40737,825.32751,,
40765,2153.77,40721,825.64,40749,5925.26,40760,8671.2,40744,1325.84,40749,182.6989,40760,296.35,40763,5395.49,40758,256.08,40758,324.56,40736,817.98621,,
40764,2294.24,40718,833.2,40746,5935.02,40759,8686.5,40743,1326.73,40746,183.0303,40759,300.85,40760,5433.83,40757,258.46,40757,329.46,40735,822.9693,,
40763,2286.91,40717,825.51,40745,5899.89,40758,9037.7,40742,1305.44,40745,182.409,40758,310.69,40759,5519.7,40756,264.96,40756,336,40732,845.48468,,
40760,2375.15,40716,828.99,40744,5853.82,40757,9114.9,40739,1316.14,40744,182.2488,40757,320,40758,5543.22,40753,262.73,40753,343.6,40731,859.5072,,
40759,2412.29,40715,815.73,40743,5789.99,40756,9318.2,40738,1308.87,40743,182.3646,40756,324.59,40757,5587.24,40752,265.8,40752,346.3,40730,855.125,,
40758,2497.83,40714,806.83,40742,5752.81,40753,9630.7,40737,1317.72,40742,181.9804,40753,329.17,40756,5611.55,40751,264.96,40751,347.23,40729,861.03943,,
40757,2544.89,40711,805.34,40739,5843.66,40752,9657,40736,1313.64,40739,182.2937,40752,332.56,40753,5601.79,40750,268.63,40750,351.94,40728,865.96283,,
40756,2593.34,40710,812.41,40738,5846.95,40751,9643.3,40735,1319.49,40738,182.2838,40751,333.1,40752,5604.51,40749,270.33,40749,352.37,40725,865.12842,,
40753,2670.37,40709,824.65,40737,5906.43,40750,9833.4,40732,1343.8,40737,182.4369,40750,336.74,40751,5617.67,40746,270,40746,355.27,40724,857.70538,,
40752,2692.76,40708,822.86,40736,5868.96,40749,9866.2,40731,1353.22,40736,182.7445,40749,337.27,40750,5621.11,40745,267.46,40745,353.29,40723,845.1521,,
40751,2693.71,40707,812.26,40735,5929.16,40746,10059.3,40730,1339.22,40735,182.7054,40746,338.6,40749,5615.33,40744,267.93,40744,348.34,40722,829.0047,,
40750,2739.65,40704,817.38,40732,5990.58,40745,10017.6,40729,1337.88,40732,182.9061,40745,336.86,40746,5619.02,40743,267.4,40743,343.13,40721,822.01819,,
40749,2742.7,40703,812.95,40731,6054.55,40744,9732.8,40725,1339.67,40731,182.3101,40744,330.65,40745,5580.06,40742,266.41,40742,340.65,40716,841.6377,,
40746,2772.6,40702,814.45,40730,6002.92,40743,9443.8,40724,1320.64,40730,182.68,40743,326.17,40744,5559.05,40739,268.41,40739,345.9,40715,843.99121,,
40745,2763.34,40701,813.76,40729,6024.03,40742,9347.8,40723,1307.41,40729,182.774,40742,323.17,40743,5551.3,40738,265.99,40738,347.22,40714,828.0152,,
40744,2705.75,40700,807.99,40728,6017.54,40739,9484.2,40722,1296.67,40728,182.7924,40739,329.49,40742,5551.89,40737,267.54,40737,349.96,40711,834.27539,,
40743,2657.45,40697,816.57,40725,5989.76,40738,9598.6,40721,1280.1,40725,182.7672,40738,330.46,40739,5566.66,40736,268.23,40736,348.07,40710,825.75592,,
40742,2622.36,40696,825.76,40724,5945.71,40737,9666.9,40718,1268.45,40724,182.6003,40737,332.98,40738,5580.27,40735,270.51,40735,351.43,40709,828.93457,,
40739,2675.38,40695,839.41,40723,5855.95,40736,9603.4,40717,1283.5,40723,182.5489,40736,332.12,40737,5582.18,40732,271.46,40732,359.81,40708,841.48871,,
40738,2695.29,40694,838.48,40722,5766.88,40735,9670.6,40716,1287.14,40722,182.8306,40735,336.16,40736,5568.53,40731,271.54,40731,366.04,40704,829.086,,
40737,2715.05,40693,823.68,40721,5722.34,40732,9938.2,40715,1295.52,40721,182.9526,40732,342.48,40735,5602.64,40730,269.54,40730,364.08,40703,841.74933,,
40736,2693.53,40690,824.9,40718,5697.72,40731,10196.2,40714,1278.36,40718,183.3267,40731,345.16,40732,5632.92,40729,267.82,40729,367.75,40702,833.6485,,
40735,2709.14,40689,827.08,40717,5674.38,40730,10204.5,40711,1271.5,40717,183.4615,40730,341.62,40731,5640.66,40728,267.25,40728,369.48,40701,842.11938,,
40732,2790.09,40688,817.74,40716,5772.99,40729,10330.1,40710,1267.64,40716,183.0511,40729,343.1,40730,5644.41,40725,267.21,40725,369.87,40697,846.1217,,
40731,2844.51,40687,819.16,40715,5775.31,40728,10468,40709,1265.42,40715,183.0206,40728,343.5,40729,5713.61,40724,263.47,40724,367.62,40695,856.55438,,
40730,2832.63,40686,817.68,40714,5693.39,40725,10492,40708,1287.87,40714,183.0466,40725,342.82,40728,5656.78,40723,261.33,40723,361.58,40694,865.12262,,
40729,2850.51,40683,827.77,40711,5714.94,40724,10359.9,40707,1271.83,40711,183.1711,40724,339.65,40725,5646.96,40722,259.61,40722,355.3,40693,851.83478,,
40728,2870.19,40682,831.89,40710,5698.81,40723,10143.6,40704,1270.98,40710,183.3208,40723,335.28,40724,5627.78,40721,258.11,40721,352.59,40690,852.52887,,
40725,2875.67,40681,837.96,40709,5742.55,40722,9936.7,40703,1289,40709,183.3593,40722,329.9,40723,5602.25,40718,258.8,40718,352.63,40689,846.70313,,
40724,2848.53,40680,828.85,40708,5803.13,40721,9872.2,40702,1279.56,40708,183.2601,40721,328.51,40722,5668.57,40716,258.02,40716,361.29,40688,850.56531,,
40723,2802.55,40679,829.55,40707,5773.46,40718,9812.7,40701,1284.94,40707,183.5666,40718,328.74,40721,5667.19,40715,259.22,40715,362.27,40687,846.59558,,
40722,2750.49,40676,839.94,40704,5765.8,40717,9942.6,40700,1286.17,40704,183.5896,40717,328.57,40718,5600.45,40714,256.42,40714,356.46,40686,843.83832,,
40721,2723.93,40675,849.34,40703,5856.34,40716,10226.2,40697,1300.16,40703,183.1584,40716,334.17,40716,5698.57,40711,256.28,40711,358.73,40683,859.37408,,
40718,2715.88,40674,857.62,40702,5808.89,40715,10231.9,40696,1312.94,40702,183.0642,40715,336.14,40715,5694.26,40710,258.85,40710,356.67,40682,867.06171,,
40717,2730.86,40673,856.46,40701,5864.65,40714,10038.1,40695,1314.55,40701,182.9572,40714,331.64,40714,5688.66,40709,258.72,40709,358.51,40681,860.22382,,
40716,2795.07,40672,853.21,40700,5863.16,40711,10135.2,40694,1345.2,40700,183.4762,40711,333.11,40711,5610.73,40708,259.98,40708,363.63,40680,855.91058,,
40715,2801.99,40669,856.5,40697,5855.01,40710,9918.5,40690,1331.1,40697,183.3901,40710,332.35,40710,5613.28,40704,258.42,40704,359.76,40679,866.0556,,
40714,2748.01,40665,865.55,40696,5847.92,40709,9933.1,40689,1325.69,40696,183.5388,40709,334.04,40709,5649.18,40703,260.31,40703,364.55,40676,868.61267,,
40711,2770.12,40661,851.85,40695,5928.61,40708,10132.6,40688,1320.47,40695,183.4507,40708,337.52,40708,5733.83,40702,258.28,40702,362.04,40675,871.98187,,
40710,2730.62,40660,839.87,40694,5989.99,40707,9946.2,40687,1316.28,40694,183.1946,40707,334.03,40704,5761.63,40701,258.54,40701,364.87,40674,878.58063,,
40709,2731.5,40659,833.64,40690,5938.87,40704,9950.8,40686,1317.37,40690,183.4208,40704,333.83,40703,5765.09,40700,259.11,40700,365.09,40673,876.75421,,
40708,2779.94,40658,840.68,40689,5880.99,40703,10121.7,40683,1333.27,40689,183.3784,40703,338.04,40702,5767,40697,262.04,40697,367.12,40672,866.5448,,
40707,2733.95,40655,842.18,40688,5870.14,40702,10082.5,40682,1343.6,40688,182.9363,40702,335.65,40701,5766.18,40695,267.39,40695,371.6,40669,876.0885,,
40704,2732.54,40654,841.72,40687,5858.41,40701,10168.1,40681,1340.68,40687,182.5378,40701,338.93,40700,5767.5,40694,272.16,40694,375.19,40668,865.76349,,
40703,2778.12,40653,837.17,40686,5835.89,40700,10157.7,40680,1328.98,40686,182.7539,40700,339.18,40697,5689.43,40693,270.77,40693,373.05,40667,869.8783,,
40702,2752.06,40652,827.56,40683,5948.49,40697,10285.7,40679,1329.47,40683,182.6149,40697,340.24,40695,5702.78,40690,271.72,40690,374.23,40666,882.18011,,
40701,2774.5,40651,836.34,40682,5955.99,40696,10261,40676,1337.77,40682,182.3487,40696,340.64,40694,5766.15,40689,271.62,40689,371.61,40662,883.91772,,
40700,2765.33,40648,841.29,40681,5923.49,40695,10339.3,40675,1348.65,40681,182.5189,40695,345.95,40693,5679,40688,271.06,40688,373.81,40661,881.0014,,
40697,2789.11,40647,846.72,40680,5861,40694,10476,40674,1342.08,40680,182.6908,40694,349.44,40690,5677.37,40687,268.25,40687,370.78,40660,874.37311,,
40696,2782.57,40646,844.59,40679,5923.69,40693,10257.6,40673,1357.16,40679,182.5532,40693,346.2,40689,5681.83,40686,269.32,40686,370.89,40659,868.711,,
40695,2827.66,40645,838.51,40676,5925.87,40690,10261.2,40672,1346.29,40676,182.6389,40690,346.06,40688,5681.37,40683,272.15,40683,376.76,40654,862.91577,,
40694,2861.92,40644,852.34,40675,5944.96,40689,10203.2,40669,1340.2,40675,182.6475,40689,344.47,40687,5684.56,40682,271.53,40682,381.07,40653,858.52283,,
40693,2814.34,40641,853.13,40674,5976,40688,10217.4,40668,1335.1,40674,182.2374,40688,344.91,40686,5687.63,40681,270.92,40681,377.18,40652,841.2262,,
40690,2819.4,40640,841.1,40673,6018.89,40687,10115.9,40667,1347.32,40673,182.2503,40687,343.2,40683,5695.02,40680,269.62,40680,376.38,40651,837.41522,,
40689,2799.82,40639,839.61,40672,5942.69,40686,10082.7,40666,1356.62,40672,182.2884,40686,342.46,40682,5695.32,40679,269.8,40679,380.41,40648,855.84741,,
